"Accident Year","Accident Date/Time","Cause Category","Cause Subcategory","Net Loss (Barrels)","Barrel loss (%)","Pipeline Location","Pipeline Type","Liquid Type","Liquid Ignition","Liquid Explosion","Pipeline Shutdown","Shutdown_hours","Property Damage Costs","Lost Commodity Costs","Public/Private Property Damage Costs","Emergency Response Costs","Environmental Remediation Costs","Other Costs","All Costs"
2013,"6/18/2013 10:00","MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",0.33,20,150,0,0,4000,0,4170
2013,"6/18/2013 18:40","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",3.93,0,36,0,5964,0,0,6000
2013,"6/18/2013 22:30","MATERIAL/WELD/EQUIP FAILURE","FAILURE OF EQUIPMENT BODY",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",17.07,1500,0,0,3500,0,0,5000
2013,"6/20/2013 11:25","MATERIAL/WELD/EQUIP FAILURE","FAILURE OF EQUIPMENT BODY",0.3,75,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",9.17,0,300,0,20000,9000,0,29300
2013,"6/20/2013 18:00","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,0,1500,0,2000,10000,0,13500
2013,"6/25/2013 5:00","MATERIAL/WELD/EQUIP FAILURE","DEFECTIVE OR LOOSE TUBING/FITTING",60,40,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,25000,5505,0,11000,158235,0,199740
2013,"6/26/2013 12:10","INCORRECT OPERATION","OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO",NA,0,0,0,0,0,13000,0,13000
2013,"6/27/2013 2:37","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",1,100,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",0.5,0,200,0,0,1000,0,1200
2014,"7/8/2014 15:45","CORROSION","INTERNAL",0.06,100,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,675000,0,0,0,0,0,675000
2013,"6/29/2013 22:05","MATERIAL/WELD/EQUIP FAILURE","FAILURE OF EQUIPMENT BODY",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO",NA,0,0,0,0,0,0,10000,10000
2011,"10/31/2011 7:15","CORROSION","EXTERNAL",0.05,20,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,2000,100,0,0,30000,0,32100
2013,"6/30/2013 19:45","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0,0,"ONSHORE","TANK","CRUDE OIL","NO","NO","NO",0,0,2000,0,10000,30600,0,42600
2013,"7/1/2013 15:00","MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",18.18,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",119.15,128000,1166,2500,43000,35000,0,209666
2013,"7/1/2013 17:20","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",5,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,108000,403,2500,43000,35000,0,188903
2013,"7/2/2013 17:25","NATURAL FORCE DAMAGE","EARTH MOVEMENT",400,97.32,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",255.57,1500000,60935,10000,0,414852,0,1985787
2013,"7/9/2013 7:20","INCORRECT OPERATION","INCORRECT INSTALLATION",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",6.45,108,165,0,810,46764,0,47847
2013,"7/9/2013 9:35","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,0,50,0,50,0,0,100
2013,"7/9/2013 15:02","EXCAVATION DAMAGE","THIRD PARTY EXCAVATION DAMAGE",50,5.75,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",74.67,30000,110000,15000,150000,220000,50000,575000
2013,"7/10/2013 9:15","MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,100000,250,0,10000,321406,0,431656
2013,"7/11/2013 11:00","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0.9,100,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,700,100,0,1000,5800,2400,10000
2013,"7/11/2013 13:30","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",2.5,8000,30,0,2000,700,0,10730
2013,"7/11/2013 14:00","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,3700,100,0,2000,740,100,6640
2013,"7/11/2013 16:00","MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,2000,0,2000,51540,0,0,55540
2012,"2/20/2012 15:19","CORROSION","INTERNAL",0.05,20.83,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,50,19,0,0,3204,0,3273
2013,"7/15/2013 12:10","MATERIAL/WELD/EQUIP FAILURE","DEFECTIVE OR LOOSE TUBING/FITTING",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",0.33,7000,350,0,10000,14727,0,32077
2013,"7/15/2013 18:03","MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",59.37,128645,200,0,374394,15403,0,518642
2013,"7/16/2013 6:10","MATERIAL/WELD/EQUIP FAILURE","FAILURE OF EQUIPMENT BODY",0.8,11.94,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,5000,700,0,5000,19950,0,30650
2013,"7/16/2013 15:30","INCORRECT OPERATION","INCORRECT VALVE POSITION",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,0,105,0,2400,0,0,2505
2013,"7/18/2013 16:15","MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",0,0,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",4863,322200,995728,0,0,0,0,1317928
2011,"6/20/2011 20:10","CORROSION","EXTERNAL",0.03,13.04,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",0,3000,40,0,3500,8000,0,14540
2013,"7/20/2013 12:17","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,10000,200,0,8000,2000,0,20200
2013,"7/22/2013 6:58","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,2446,0,0,22010,11000,0,35456
2013,"7/12/2013 16:15","CORROSION","INTERNAL",0.02,100,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,1000000,0,0,0,0,0,1000000
2013,"7/22/2013 14:13","MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",48.72,347577,20,0,374394,15403,0,737394
2014,"7/25/2014 17:00","CORROSION","EXTERNAL",0.02,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",494,515262,7,0,0,0,0,515269
2013,"7/23/2013 13:55","INCORRECT OPERATION","INCORRECT INSTALLATION",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,0,2000,3000,0,0,0,5000
2013,"7/25/2013 16:30","INCORRECT OPERATION","OTHER INCORRECT OPERATION",0,0,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","YES","NO","NO",0,0,0,0,0,0,0,0
2013,"7/26/2013 8:00","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",56.55,10000,56000,14000,616000,1300000,0,1996000
2013,"7/27/2013 8:31","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,14000,200,0,2000,0,0,16200
2013,"7/27/2013 10:00","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",2.8,100,"ONSHORE","ABOVEGROUND","CO2 (CARBON DIOXIDE)","NO","NO",NA,0,100,100,0,1000,0,0,1200
2013,"7/29/2013 0:00","NATURAL FORCE DAMAGE","LIGHTNING",14744,71.57,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",780.88,269051,1417839,168000,4100000,11031800,0,16986690
2015,"11/10/2015 6:30","CORROSION","INTERNAL",0.02,100,"OFFSHORE",NA,"CRUDE OIL","NO","NO","YES",28,100000,153300,0,0,0,0,253300
2013,"7/30/2013 9:00","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,0,0,0,3000,0,0,3000
2013,"7/30/2013 10:00","OTHER OUTSIDE FORCE DAMAGE","INTENTIONAL DAMAGE",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",5.92,200,200,0,400,1200,0,2000
2013,"7/31/2013 12:21","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",12.5,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","YES","NO","YES",2,935000,525,0,0,0,0,935525
2013,"7/31/2013 14:00","INCORRECT OPERATION","OTHER INCORRECT OPERATION",0.1,100,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","YES","NO","NO",0,0,0,0,0,0,0,0
2013,"8/1/2013 0:55","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",5,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",1.67,20,2000,0,0,0,0,2020
2013,"8/1/2013 9:40","MATERIAL/WELD/EQUIP FAILURE","THREADED CONNECTION/COUPLING FAILURE",0.2,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,42700,0,1200,2400,0,0,46300
2013,"8/1/2013 13:00","INCORRECT OPERATION","OTHER INCORRECT OPERATION",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",0,5000,500,0,0,0,0,5500
2015,"12/17/2015 13:12","CORROSION","EXTERNAL",0.02,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",61.5,140600,3,0,50,300,0,140953
2013,"8/3/2013 9:18","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",15,180220,200,0,175000,481049,0,836469
2013,"8/4/2013 21:00","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,3000,150,0,3000,3000,0,9150
2013,"8/5/2013 0:00","EXCAVATION DAMAGE","PREVIOUS DAMAGE DUE TO EXCAVATION",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,1010700,16380,0,0,1880000,0,2907080
2013,"8/6/2013 14:00","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",52.77,200,24,0,57138,3596,0,60958
2016,"1/22/2016 16:30","CORROSION","EXTERNAL",0.02,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",33.4,75000,3,0,50,300,0,75353
2016,"9/6/2016 15:50","CORROSION","INTERNAL",0.02,100,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",2032.75,300000,0,0,0,5000,0,305000
2013,"8/8/2013 12:42","MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,392745,168,0,20000,15000,0,427913
2013,"6/30/2013 9:30","CORROSION","EXTERNAL",0.01,100,"OFFSHORE",NA,"CRUDE OIL","NO","NO","YES",164,175000,0,0,0,0,0,175000
2013,"8/10/2013 12:44","INCORRECT OPERATION","OTHER INCORRECT OPERATION",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","YES","NO","NO",0,0,50,0,3800,1000,0,4850
2013,"8/12/2013 18:58","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",7.03,4000,75,0,8250,3000,0,15325
2013,"8/12/2013 23:10","MATERIAL/WELD/EQUIP FAILURE","MANUFACTURING-RELATED",18400,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","YES","YES","YES",117.28,200000,160000,50000,5000,50000,50000,515000
2013,"8/13/2013 12:50","INCORRECT OPERATION","DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",7.67,19000,800,0,14000,0,0,33800
2013,"8/13/2013 14:15","NATURAL FORCE DAMAGE","HEAVY RAINS/FLOODS",11405,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",1389.75,1500000,517350,0,400000,2500000,0,4917350
2013,"8/13/2013 14:55","INCORRECT OPERATION","INCORRECT VALVE POSITION",0.02,1.08,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,0,0,0,2000,25000,0,27000
2013,"8/15/2013 10:50","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0,0,"ONSHORE","TANK","CRUDE OIL","NO","NO","YES",19.5,2000,900,0,5000,10000,0,17900
2013,"8/15/2013 13:00","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,40000,50,0,5920,0,0,45970
2013,"8/16/2013 4:55","INCORRECT OPERATION","OTHER INCORRECT OPERATION",0,0,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","YES","NO","NO",0,0,0,0,0,0,0,0
2013,"8/18/2013 5:30","MATERIAL/WELD/EQUIP FAILURE","PUMP OR PUMP-RELATED EQUIPMENT",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,1175,300,0,5100,600,0,7175
2013,"8/19/2013 9:51","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",5.23,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",80.42,72000,422,2400,8000,30000,0,112822
2013,"8/19/2013 10:32","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,17000,500,0,4000,2000,0,23500
2013,"8/19/2013 11:36","EXCAVATION DAMAGE","OPERATOR/CONTRACTOR EXCAVATION DAMAGE",1,0.2,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",82.53,18000,60000,2000,85000,136000,80000,381000
2014,"8/18/2014 9:30","CORROSION","INTERNAL",0.01,2.78,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",95.5,20000,0,0,1000,0,0,21000
2013,"8/20/2013 8:08","INCORRECT OPERATION","INCORRECT VALVE POSITION",12,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",52.85,0,1000,0,0,0,0,1000
2013,"8/20/2013 12:00","MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",864,184000,1500,0,1000,5000,93500,285000
2013,"8/21/2013 16:25","INCORRECT OPERATION","OVERFILL/OVERFLOW OF TANK/VESSEL/SUMP",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",3.58,0,0,0,500,1500,0,2000
2013,"8/21/2013 21:00","INCORRECT OPERATION","INCORRECT INSTALLATION",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,0,50,0,3000,0,0,3050
2013,"8/22/2013 17:45","INCORRECT OPERATION","OTHER INCORRECT OPERATION",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,20000,0,0,0,20000,0,40000
2013,"8/25/2013 14:30","ALL OTHER CAUSES","MISCELLANEOUS",17,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO",NA,0,4000,5880,0,1000,0,0,10880
2016,"6/7/2016 12:00","CORROSION","INTERNAL",0.01,1.41,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,30,50,0,2050,0,0,2130
2013,"8/29/2013 8:00","INCORRECT OPERATION","DAMAGE BY OPERATOR OR OPERATOR'S CONTRACTOR",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","NO",0,0,150,0,4500,0,0,4650
2010,"1/12/2010 10:25","CORROSION","INTERNAL",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",48,6826,150,0,13357,0,0,20333
2013,"8/31/2013 14:36","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0.12,14.81,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",3.73,232,18,0,0,0,0,250
2010,"2/21/2010 12:45","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,700,585,0,600,11000,4600,17485
2013,"9/4/2013 11:45","ALL OTHER CAUSES","MISCELLANEOUS",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,1000000,500,98500,101000,1500000,0,2700000
2010,"3/18/2010 15:30","CORROSION","EXTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",0,25000,0,0,6000,5000,18000,54000
2010,"3/20/2010 12:03","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",76.12,0,800,0,2000,8000,6000,16800
2013,"9/8/2013 10:19","OTHER OUTSIDE FORCE DAMAGE","ELECTRICAL ARCING FROM OTHER EQUIPMENT/FACILITY",5,50,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","YES",83.03,96278,1000,0,2861558,130033,18256,3107125
2010,"3/23/2010 14:00","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO",NA,0,166,107,0,4500,0,0,4773
2013,"9/9/2013 15:00","EXCAVATION DAMAGE","OPERATOR/CONTRACTOR EXCAVATION DAMAGE",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,25,212,0,2000,0,0,2237
2010,"3/29/2010 10:15","CORROSION","INTERNAL",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",7.75,10000,30,0,5000,1100,0,16130
2013,"9/12/2013 21:45","NATURAL FORCE DAMAGE","HEAVY RAINS/FLOODS",2491,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",1161.07,500000,90596,0,0,0,0,590596
2013,"9/14/2013 23:15","INCORRECT OPERATION","INCORRECT VALVE POSITION",2.38,62.47,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",0.33,0,200,0,14248,0,0,14448
2013,"9/17/2013 2:06","MATERIAL/WELD/EQUIP FAILURE","FAILURE OF EQUIPMENT BODY",4,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","NO",0,194000,40,0,15000,0,7000,216040
2013,"9/18/2013 10:18","MATERIAL/WELD/EQUIP FAILURE","MALFUNCTION OF CONTROL/RELIEF EQUIPMENT",4,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",0.7,100,170,0,30,0,0,300
2013,"9/19/2013 8:56","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0.04,100,"ONSHORE","ABOVEGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",47.07,0,200,0,0,0,57000,57200
2013,"9/23/2013 10:12","MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",16.43,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",55.77,4000,1324,1000,12000,40000,0,58324
2013,"9/23/2013 12:51","MATERIAL/WELD/EQUIP FAILURE","CONSTRUCTION, INSTALLATION OR FABRICATION-RELATED",4.52,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO",NA,0,5500,366,2400,12000,30000,0,50266
2013,"9/23/2013 22:50","INCORRECT OPERATION","INCORRECT INSTALLATION",0.2,100,"ONSHORE","UNDERGROUND","HVL OR OTHER FLAMMABLE OR TOXIC FLUID, GAS","NO","NO","YES",112.82,141500,10,0,10000,0,0,151510
2013,"9/24/2013 13:08","INCORRECT OPERATION","OTHER INCORRECT OPERATION",5,100,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",20.2,8700,498,0,21192,15444,0,45834
2013,"9/26/2013 14:30","ALL OTHER CAUSES","MISCELLANEOUS",3.5,100,"ONSHORE","TANK","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO",NA,0,145608,411,0,1603,16000,4739,168361
2013,"9/26/2013 19:25","INCORRECT OPERATION","INCORRECT VALVE POSITION",0,0,"ONSHORE","ABOVEGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",2.07,250,125,0,250,0,0,625
2010,"4/3/2010 14:55","CORROSION","INTERNAL",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",3.98,90000,240,0,51000,48000,0,189240
2010,"4/14/2010 11:30","CORROSION","INTERNAL",0,0,"ONSHORE","UNDERGROUND","CRUDE OIL","NO","NO","NO",0,0,86,0,5000,0,0,5086
2013,"9/29/2013 11:40","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,30000,0,0,15000,15000,0,60000
2013,"9/30/2013 7:20","INCORRECT OPERATION","INCORRECT INSTALLATION",8,23.53,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO",NA,0,0,4500,0,0,100000,0,104500
2013,"9/30/2013 18:45","INCORRECT OPERATION","OTHER INCORRECT OPERATION",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","YES","NO","NO",0,5000,0,0,0,0,0,5000
2013,"10/1/2013 7:20","MATERIAL/WELD/EQUIP FAILURE","DEFECTIVE OR LOOSE TUBING/FITTING",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",7.67,1000,1000,0,0,45000,0,47000
2013,"10/3/2013 10:40","MATERIAL/WELD/EQUIP FAILURE","NON-THREADED CONNECTION FAILURE",0,0,"ONSHORE","UNDERGROUND","REFINED AND/OR PETROLEUM PRODUCT (NON-HVL), LIQUID","NO","NO","YES",26.78,15000,250,0,30000,0,0,45250
2013,"10/5/2013 8:30","MATERIAL/WELD/EQUIP FAILURE","OTHER EQUIPMENT FAILURE",0,0,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","NO",0,50,100,0,450,0,0,600
2010,"4/15/2010 20:25","CORROSION","INTERNAL",0,0,"ONSHORE","TANK","CRUDE OIL","NO","NO","YES",3.42,0,0,0,20000,0,300,20300
2013,"10/6/2013 12:30","MATERIAL/WELD/EQUIP FAILURE","FAILURE OF EQUIPMENT BODY",10,2,"ONSHORE","ABOVEGROUND","CRUDE OIL","NO","NO","YES",8.25,1000,0,0,166000,23000,0,190000
